nodes,techs,costs,cost
netherlands,battery,monetary,1738.7103713740958
netherlands,hydrogen_storage_system,monetary,54740.62210131392
netherlands,nuclear,monetary,1524.3546915859733
netherlands,offshore_wind,monetary,9474.460587485792
netherlands,onshore_wind,monetary,2247.6652681797896
netherlands,solar,monetary,3299.8244908526576
