Run,years,weights,Cost Error,Mean Capacity Mix Error,Mean Abs Capacity Mix Error,Abs Compound Error
"[2012,2011,2010]_[1:1:8]",2010,8,-0.034133454,-0.133116768,0.17300262343646938,0.10356803858400818
"[2011,2016]_[1:9]",2011,1,-0.032938926,-0.059106081,0.1012403678586645,0.067089647
"[2011,2016]_[1:9]",2016,9,-0.032938926,-0.059106081,0.1012403678586645,0.067089647
"[2012,2010]_[1:9]",2012,1,-0.029299434,-0.133455441,0.1964936852177805,0.11289655981462263
"[2012,2010]_[1:9]",2010,9,-0.029299434,-0.133455441,0.1964936852177805,0.11289655981462263
"[2010,2012]_[1:9]",2010,1,-0.026584765,-0.133512225,0.19645231861222578,0.11151854157711438
"[2010,2012]_[1:9]",2012,9,-0.026584765,-0.133512225,0.19645231861222578,0.11151854157711438
"[2012,2016]_[1:9]",2012,1,-0.023204883,-0.090388577,0.18996831613579696,0.10658659978318921
"[2012,2016]_[1:9]",2016,9,-0.023204883,-0.090388577,0.18996831613579696,0.10658659978318921
"[2016,2012]_[1:9]",2016,1,-0.023045934,-0.090636677,0.18972329892407375,0.106384616
"[2016,2012]_[1:9]",2012,9,-0.023045934,-0.090636677,0.18972329892407375,0.106384616
