Run,years,weights,Cost Error,Mean Capacity Mix Error,Mean Abs Capacity Mix Error,Abs Compound Error
"[2012,2015,2016]_[8:1:1]",2012,8,-0.022877709,-0.055979859,0.1540151949659318,0.088446452
"[2012,2015,2016]_[8:1:1]",2015,1,-0.022877709,-0.055979859,0.1540151949659318,0.088446452
"[2012,2015,2016]_[8:1:1]",2016,1,-0.022877709,-0.055979859,0.1540151949659318,0.088446452
"[2015,2016,2012]_[1:1:8]",2015,1,-0.022877709,-0.055979859,0.154015195,0.088446452
"[2015,2016,2012]_[1:1:8]",2016,1,-0.022877709,-0.055979859,0.154015195,0.088446452
"[2015,2016,2012]_[1:1:8]",2012,8,-0.022877709,-0.055979859,0.154015195,0.088446452
"[2013,2010]_[1:9]",2013,1,-0.016451988,-0.124432291,0.18107101965869793,0.098761504
"[2013,2010]_[1:9]",2010,9,-0.016451988,-0.124432291,0.18107101965869793,0.098761504
"[2010,2013]_[1:9]",2010,1,-0.015825455,-0.124429321,0.18104889155423193,0.098437173
"[2010,2013]_[1:9]",2013,9,-0.015825455,-0.124429321,0.18104889155423193,0.098437173
"[2013,2015,2016]_[8:1:1]",2013,8,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2013,2015,2016]_[8:1:1]",2015,1,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2013,2015,2016]_[8:1:1]",2016,1,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2015,2016,2013]_[1:1:8]",2015,1,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2015,2016,2013]_[1:1:8]",2016,1,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2015,2016,2013]_[1:1:8]",2013,8,-0.012932579,-0.035290795,0.047632581,0.03028258
"[2016,2013]_[1:9]",2016,1,-0.012315275,-0.015306774,0.046039393,0.029177333885309204
"[2016,2013]_[1:9]",2013,9,-0.012315275,-0.015306774,0.046039393,0.029177333885309204
"[2013,2016]_[1:9]",2013,1,-0.010552356,-0.014574826,0.045625792,0.028089073985995076
"[2013,2016]_[1:9]",2016,9,-0.010552356,-0.014574826,0.045625792,0.028089073985995076
"[2015,2016,2017]_[8:1:1]",2015,8,-0.003172157,-0.022930706,0.027535704090414122,0.01535393
"[2015,2016,2017]_[8:1:1]",2016,1,-0.003172157,-0.022930706,0.027535704090414122,0.01535393
"[2015,2016,2017]_[8:1:1]",2017,1,-0.003172157,-0.022930706,0.027535704090414122,0.01535393
"[2018,2016,2017]_[8:1:1]",2018,8,-0.003020842,0.076924416,0.10543232770452235,0.054226585
"[2018,2016,2017]_[8:1:1]",2016,1,-0.003020842,0.076924416,0.10543232770452235,0.054226585
"[2018,2016,2017]_[8:1:1]",2017,1,-0.003020842,0.076924416,0.10543232770452235,0.054226585
"[2016,2017,2018]_[1:1:8]",2016,1,-0.003020842,0.076924416,0.1054323277045199,0.054226585
"[2016,2017,2018]_[1:1:8]",2017,1,-0.003020842,0.076924416,0.1054323277045199,0.054226585
"[2016,2017,2018]_[1:1:8]",2018,8,-0.003020842,0.076924416,0.1054323277045199,0.054226585
"[2011,2016,2017]_[8:1:1]",2011,8,-0.002946037,0.079283928,0.10367900250118282,0.053312519583323635
"[2011,2016,2017]_[8:1:1]",2016,1,-0.002946037,0.079283928,0.10367900250118282,0.053312519583323635
"[2011,2016,2017]_[8:1:1]",2017,1,-0.002946037,0.079283928,0.10367900250118282,0.053312519583323635
"[2016,2017,2011]_[1:1:8]",2016,1,-0.002946037,0.079283928,0.1036790025011833,0.053312519583323816
"[2016,2017,2011]_[1:1:8]",2017,1,-0.002946037,0.079283928,0.1036790025011833,0.053312519583323816
"[2016,2017,2011]_[1:1:8]",2011,8,-0.002946037,0.079283928,0.1036790025011833,0.053312519583323816
"[2017,2018,2016]_[8:1:1]",2017,8,-0.002668223,0.077065356,0.10535831389503363,0.054013268
"[2017,2018,2016]_[8:1:1]",2018,1,-0.002668223,0.077065356,0.10535831389503363,0.054013268
"[2017,2018,2016]_[8:1:1]",2016,1,-0.002668223,0.077065356,0.10535831389503363,0.054013268
"[2016,2017,2018]_[1:8:1]",2016,1,-0.002668223,0.077065356,0.10535831389503371,0.054013268
"[2016,2017,2018]_[1:8:1]",2017,8,-0.002668223,0.077065356,0.10535831389503371,0.054013268
"[2016,2017,2018]_[1:8:1]",2018,1,-0.002668223,0.077065356,0.10535831389503371,0.054013268
"[2017,2015,2016]_[8:1:1]",2017,8,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2017,2015,2016]_[8:1:1]",2015,1,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2017,2015,2016]_[8:1:1]",2016,1,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2015,2016,2017]_[1:1:8]",2015,1,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2015,2016,2017]_[1:1:8]",2016,1,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2015,2016,2017]_[1:1:8]",2017,8,-0.002521716,-0.006462494,0.006988429,0.004755073
"[2013,2016,2017]_[8:1:1]",2013,8,-0.001752891,0.065406662,0.11622450368796318,0.058988697427442095
"[2013,2016,2017]_[8:1:1]",2016,1,-0.001752891,0.065406662,0.11622450368796318,0.058988697427442095
"[2013,2016,2017]_[8:1:1]",2017,1,-0.001752891,0.065406662,0.11622450368796318,0.058988697427442095
"[2016,2017,2013]_[1:1:8]",2016,1,-0.001752891,0.065406662,0.11622450368796307,0.058988697
"[2016,2017,2013]_[1:1:8]",2017,1,-0.001752891,0.065406662,0.11622450368796307,0.058988697
"[2016,2017,2013]_[1:1:8]",2013,8,-0.001752891,0.065406662,0.11622450368796307,0.058988697
"[2015,2016,2017]_[1:8:1]",2015,1,-0.001615939,-0.022184507,0.025620414766790604,0.013618176694523944
"[2015,2016,2017]_[1:8:1]",2016,8,-0.001615939,-0.022184507,0.025620414766790604,0.013618176694523944
"[2015,2016,2017]_[1:8:1]",2017,1,-0.001615939,-0.022184507,0.025620414766790604,0.013618176694523944
"[2016,2017,2015]_[8:1:1]",2016,8,-0.001615939,-0.022184507,0.025620414766790365,0.013618176694523714
"[2016,2017,2015]_[8:1:1]",2017,1,-0.001615939,-0.022184507,0.025620414766790365,0.013618176694523714
"[2016,2017,2015]_[8:1:1]",2015,1,-0.001615939,-0.022184507,0.025620414766790365,0.013618176694523714
"[2016,2017,2014]_[1:1:8]",2016,1,-0.001323708,0.015515261154859841,0.065625362,0.033474535
"[2016,2017,2014]_[1:1:8]",2017,1,-0.001323708,0.015515261154859841,0.065625362,0.033474535
"[2016,2017,2014]_[1:1:8]",2014,8,-0.001323708,0.015515261154859841,0.065625362,0.033474535
"[2014,2016,2017]_[8:1:1]",2014,8,-0.001323708,0.015515261154859064,0.065625362,0.033474534937961785
"[2014,2016,2017]_[8:1:1]",2016,1,-0.001323708,0.015515261154859064,0.065625362,0.033474534937961785
"[2014,2016,2017]_[8:1:1]",2017,1,-0.001323708,0.015515261154859064,0.065625362,0.033474534937961785
"[2016,2017,2018]_[8:1:1]",2016,8,-0.001215768,0.077622783,0.10492490486687946,0.053070336
"[2016,2017,2018]_[8:1:1]",2017,1,-0.001215768,0.077622783,0.10492490486687946,0.053070336
"[2016,2017,2018]_[8:1:1]",2018,1,-0.001215768,0.077622783,0.10492490486687946,0.053070336
"[2010,2015,2016]_[8:1:1]",2010,8,0.000427744,-0.121549619,0.1886817540467674,0.094554749
"[2010,2015,2016]_[8:1:1]",2015,1,0.000427744,-0.121549619,0.1886817540467674,0.094554749
"[2010,2015,2016]_[8:1:1]",2016,1,0.000427744,-0.121549619,0.1886817540467674,0.094554749
"[2015,2016,2010]_[1:1:8]",2015,1,0.000427744,-0.121549619,0.18868175404676646,0.094554749
"[2015,2016,2010]_[1:1:8]",2016,1,0.000427744,-0.121549619,0.18868175404676646,0.094554749
"[2015,2016,2010]_[1:1:8]",2010,8,0.000427744,-0.121549619,0.18868175404676646,0.094554749
"[2012,2016,2017]_[8:1:1]",2012,8,0.00064237,0.01431727,0.062469035,0.031555703
"[2012,2016,2017]_[8:1:1]",2016,1,0.00064237,0.01431727,0.062469035,0.031555703
"[2012,2016,2017]_[8:1:1]",2017,1,0.00064237,0.01431727,0.062469035,0.031555703
"[2016,2017,2012]_[1:1:8]",2016,1,0.00064237,0.014317269812708104,0.062469035,0.031555703
"[2016,2017,2012]_[1:1:8]",2017,1,0.00064237,0.014317269812708104,0.062469035,0.031555703
"[2016,2017,2012]_[1:1:8]",2012,8,0.00064237,0.014317269812708104,0.062469035,0.031555703
"[2016,2017]_[1:9]",2016,1,0.001544369,0.066732534,0.12699321886854747,0.064268794
"[2016,2017]_[1:9]",2017,9,0.001544369,0.066732534,0.12699321886854747,0.064268794
"[2016,2010]_[1:9]",2016,1,0.001622702,-0.121490026,0.19223735370030853,0.096930028
"[2016,2010]_[1:9]",2010,9,0.001622702,-0.121490026,0.19223735370030853,0.096930028
"[2017,2016]_[1:9]",2017,1,0.003160668,0.066880161,0.1270500279087774,0.065105348
"[2017,2016]_[1:9]",2016,9,0.003160668,0.066880161,0.1270500279087774,0.065105348
"[2017,2010]_[1:9]",2017,1,0.003316009,-0.103895775,0.17180388189282064,0.087559946
"[2017,2010]_[1:9]",2010,9,0.003316009,-0.103895775,0.17180388189282064,0.087559946
"[2010,2016]_[1:9]",2010,1,0.004002356,-0.121768533,0.1927213312011352,0.098361844
"[2010,2016]_[1:9]",2016,9,0.004002356,-0.121768533,0.1927213312011352,0.098361844
"[2010,2017]_[1:9]",2010,1,0.004114165,-0.104116927,0.171551075,0.08783262
"[2010,2017]_[1:9]",2017,9,0.004114165,-0.104116927,0.171551075,0.08783262
"[2016,2017,2010]_[1:1:8]",2016,1,0.00772486,-0.106304762,0.15741360521837341,0.082569233
"[2016,2017,2010]_[1:1:8]",2017,1,0.00772486,-0.106304762,0.15741360521837341,0.082569233
"[2016,2017,2010]_[1:1:8]",2010,8,0.00772486,-0.106304762,0.15741360521837341,0.082569233
"[2010,2016,2017]_[8:1:1]",2010,8,0.00772486,-0.106304763,0.15741360596713339,0.082569233
"[2010,2016,2017]_[8:1:1]",2016,1,0.00772486,-0.106304763,0.15741360596713339,0.082569233
"[2010,2016,2017]_[8:1:1]",2017,1,0.00772486,-0.106304763,0.15741360596713339,0.082569233
"[2010,2016,2017]_[1:1:8]",2010,1,0.008411001,-0.106457601,0.15745385544518292,0.082932428
"[2010,2016,2017]_[1:1:8]",2016,1,0.008411001,-0.106457601,0.15745385544518292,0.082932428
"[2010,2016,2017]_[1:1:8]",2017,8,0.008411001,-0.106457601,0.15745385544518292,0.082932428
[2010],2010,1,0.009154324,-0.112962411,0.21198087386615697,0.11056759904702147
