nodes,techs,carriers,timesteps,daily_change_storage
netherlands,h2_salt_cavern,hydrogen,2015-01-06 03:00:00,-129014.32997963019
netherlands,h2_salt_cavern,hydrogen,2015-01-06 04:00:00,-129014.32997963019
netherlands,h2_salt_cavern,hydrogen,2015-01-06 05:00:00,-129014.32997963019
netherlands,h2_salt_cavern,hydrogen,2015-01-06 06:00:00,-132473.50800910313
netherlands,h2_salt_cavern,hydrogen,2015-01-06 07:00:00,-130600.4945817315
netherlands,h2_salt_cavern,hydrogen,2015-01-06 08:00:00,-134494.00804368546
netherlands,h2_salt_cavern,hydrogen,2015-01-06 09:00:00,-131392.40565450117
netherlands,h2_salt_cavern,hydrogen,2015-01-06 10:00:00,-134745.96958948765
netherlands,h2_salt_cavern,hydrogen,2015-01-06 11:00:00,-133466.9351867172
netherlands,h2_salt_cavern,hydrogen,2015-01-06 12:00:00,-130171.33726619324
netherlands,h2_salt_cavern,hydrogen,2015-01-06 13:00:00,-124099.3296588161
netherlands,h2_salt_cavern,hydrogen,2015-01-06 14:00:00,-112326.47314514127
netherlands,h2_salt_cavern,hydrogen,2015-01-06 15:00:00,-100213.56636138726
netherlands,h2_salt_cavern,hydrogen,2015-01-06 16:00:00,-87892.02325582504
netherlands,h2_salt_cavern,hydrogen,2015-01-06 17:00:00,-73790.83954866882
netherlands,h2_salt_cavern,hydrogen,2015-01-06 18:00:00,-60783.250981027726
netherlands,h2_salt_cavern,hydrogen,2015-01-06 19:00:00,-48607.12986584846
netherlands,h2_salt_cavern,hydrogen,2015-01-06 20:00:00,-35418.124216464814
netherlands,h2_salt_cavern,hydrogen,2015-01-06 21:00:00,-22010.551457381807
netherlands,h2_salt_cavern,hydrogen,2015-01-06 22:00:00,-16628.613805019762
netherlands,h2_salt_cavern,hydrogen,2015-01-06 23:00:00,-12476.053482641466
netherlands,h2_salt_cavern,hydrogen,2015-01-07 00:00:00,-4522.612080195453
netherlands,h2_salt_cavern,hydrogen,2015-01-07 01:00:00,-852.4826963562518
netherlands,h2_salt_cavern,hydrogen,2015-01-07 02:00:00,1109.102664096281
netherlands,h2_salt_cavern,hydrogen,2015-01-07 03:00:00,1109.102664096281
netherlands,h2_salt_cavern,hydrogen,2015-01-07 04:00:00,1109.102664096281
netherlands,h2_salt_cavern,hydrogen,2015-01-07 05:00:00,1109.102664096281
netherlands,h2_salt_cavern,hydrogen,2015-01-07 06:00:00,4568.280693569221
netherlands,h2_salt_cavern,hydrogen,2015-01-07 07:00:00,5691.759579639882
netherlands,h2_salt_cavern,hydrogen,2015-01-07 08:00:00,15710.8400377715
netherlands,h2_salt_cavern,hydrogen,2015-01-07 09:00:00,18997.746479459573
netherlands,h2_salt_cavern,hydrogen,2015-01-07 10:00:00,27478.395078380592
netherlands,h2_salt_cavern,hydrogen,2015-01-07 11:00:00,31630.95540075889
netherlands,h2_salt_cavern,hydrogen,2015-01-07 12:00:00,36453.57018235186
netherlands,h2_salt_cavern,hydrogen,2015-01-07 13:00:00,43040.761523274705
netherlands,h2_salt_cavern,hydrogen,2015-01-07 14:00:00,47193.32184565393
netherlands,h2_salt_cavern,hydrogen,2015-01-07 15:00:00,51345.88216803223
netherlands,h2_salt_cavern,hydrogen,2015-01-07 16:00:00,55826.79795778263
netherlands,h2_salt_cavern,hydrogen,2015-01-07 17:00:00,59979.358280161396
netherlands,h2_salt_cavern,hydrogen,2015-01-07 18:00:00,64131.91860253969
netherlands,h2_salt_cavern,hydrogen,2015-01-07 19:00:00,68284.47892491799
netherlands,h2_salt_cavern,hydrogen,2015-01-07 20:00:00,70459.09477280872
netherlands,h2_salt_cavern,hydrogen,2015-01-07 21:00:00,70944.34131935192
netherlands,h2_salt_cavern,hydrogen,2015-01-07 22:00:00,70944.34131935192
netherlands,h2_salt_cavern,hydrogen,2015-01-07 23:00:00,70944.34131935192
netherlands,h2_salt_cavern,hydrogen,2015-01-08 00:00:00,71417.18390614586
netherlands,h2_salt_cavern,hydrogen,2015-01-08 01:00:00,74908.58898659702
netherlands,h2_salt_cavern,hydrogen,2015-01-08 02:00:00,77099.56394852279
netherlands,h2_salt_cavern,hydrogen,2015-01-08 03:00:00,81252.12427090108
netherlands,h2_salt_cavern,hydrogen,2015-01-08 04:00:00,85404.68459327985
netherlands,h2_salt_cavern,hydrogen,2015-01-08 05:00:00,89557.24491565814
netherlands,h2_salt_cavern,hydrogen,2015-01-08 06:00:00,93709.80523803644
netherlands,h2_salt_cavern,hydrogen,2015-01-08 07:00:00,96738.88667434407
netherlands,h2_salt_cavern,hydrogen,2015-01-08 08:00:00,98795.79385639075
netherlands,h2_salt_cavern,hydrogen,2015-01-08 09:00:00,99661.44773708098
netherlands,h2_salt_cavern,hydrogen,2015-01-08 10:00:00,99661.44773708098
netherlands,h2_salt_cavern,hydrogen,2015-01-08 11:00:00,96614.9298319337
netherlands,h2_salt_cavern,hydrogen,2015-01-08 12:00:00,92462.3695095554
netherlands,h2_salt_cavern,hydrogen,2015-01-08 13:00:00,88309.8091871771
netherlands,h2_salt_cavern,hydrogen,2015-01-08 14:00:00,84157.24886479788
netherlands,h2_salt_cavern,hydrogen,2015-01-08 15:00:00,80004.68854241958
netherlands,h2_salt_cavern,hydrogen,2015-01-08 16:00:00,80004.68854241958
netherlands,h2_salt_cavern,hydrogen,2015-01-08 17:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 18:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 19:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 20:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 21:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 22:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-08 23:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-09 00:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-09 01:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-09 02:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-09 03:00:00,80004.68854241911
netherlands,h2_salt_cavern,hydrogen,2015-01-09 04:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 05:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 06:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 07:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 08:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 09:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 10:00:00,80004.6885424233
netherlands,h2_salt_cavern,hydrogen,2015-01-09 11:00:00,83051.20644757058
netherlands,h2_salt_cavern,hydrogen,2015-01-09 12:00:00,87203.76676994888
netherlands,h2_salt_cavern,hydrogen,2015-01-09 13:00:00,91356.32709232718
netherlands,h2_salt_cavern,hydrogen,2015-01-09 14:00:00,95508.88741470547
netherlands,h2_salt_cavern,hydrogen,2015-01-09 15:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 16:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 17:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 18:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 19:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 20:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 21:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 22:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-09 23:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-10 00:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-10 01:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-10 02:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-10 03:00:00,99661.44773708377
netherlands,h2_salt_cavern,hydrogen,2015-01-10 04:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 05:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 06:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 07:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 08:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 09:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 10:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 11:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 12:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 13:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 14:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 15:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 16:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 17:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 18:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 19:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 20:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 21:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 22:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-10 23:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 00:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 01:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 02:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 03:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 04:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 05:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 06:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 07:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 08:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 09:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 10:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 11:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 12:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 13:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 14:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 15:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 16:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 17:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 18:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 19:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 20:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 21:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 22:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-11 23:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-12 00:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-12 01:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 02:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 03:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 04:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 05:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 06:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 07:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 08:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 09:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 10:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 11:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 12:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 13:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 14:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 15:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 16:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 17:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 18:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 19:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 20:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 21:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 22:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-12 23:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-13 00:00:00,99661.44773708284
netherlands,h2_salt_cavern,hydrogen,2015-01-13 01:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-13 02:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-13 03:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-13 04:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 05:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 06:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 07:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 08:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 09:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 10:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 11:00:00,99661.44773707958
netherlands,h2_salt_cavern,hydrogen,2015-01-13 12:00:00,97174.38348945603
netherlands,h2_salt_cavern,hydrogen,2015-01-13 13:00:00,97174.38348945603
netherlands,h2_salt_cavern,hydrogen,2015-01-13 14:00:00,93021.82316707773
netherlands,h2_salt_cavern,hydrogen,2015-01-13 15:00:00,93021.82316707773
netherlands,h2_salt_cavern,hydrogen,2015-01-13 16:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 17:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 18:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 19:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 20:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 21:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 22:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-13 23:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-14 00:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-14 01:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-14 02:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-14 03:00:00,91208.25134321302
netherlands,h2_salt_cavern,hydrogen,2015-01-14 04:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 05:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 06:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 07:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 08:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 09:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 10:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 11:00:00,91208.25134321256
netherlands,h2_salt_cavern,hydrogen,2015-01-14 12:00:00,93695.31559083611
netherlands,h2_salt_cavern,hydrogen,2015-01-14 13:00:00,93695.31559083611
netherlands,h2_salt_cavern,hydrogen,2015-01-14 14:00:00,97847.8759132144
netherlands,h2_salt_cavern,hydrogen,2015-01-14 15:00:00,97847.8759132144
netherlands,h2_salt_cavern,hydrogen,2015-01-14 16:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-14 17:00:00,99661.44773707911
netherlands,h2_salt_cavern,hydrogen,2015-01-14 18:00:00,99661.44773707911
