comment,comment,comment,comment,comment
nodes,netherlands,netherlands,netherlands,netherlands
techs,demand_power,offshore_wind,onshore_wind,solar
parameters,sink_use_equals,source_use_max,source_use_max,source_use_max
timesteps,,,,
2015/01/01 00:00,11544.008178546734,0.40623144901609626,0.3047982457923941,0.0
2015/01/01 01:00,11204.65945225898,0.38395523855976815,0.2829062150491501,0.0
2015/01/01 02:00,11072.912299700203,0.34765326596427026,0.26604201911775155,0.0
2015/01/01 03:00,11105.849087839897,0.2823715936547529,0.2359797568052586,0.0
2015/01/01 04:00,11535.025418145002,0.2318375977121565,0.19994694065369903,0.0
2015/01/01 05:00,12673.839820187144,0.219977578256241,0.18381597063236135,0.0
2015/01/01 06:00,14566.20801148592,0.24307883354428506,0.18674887427260456,0.0
2015/01/01 07:00,16100.263871204388,0.2908283031798404,0.2029845908525224,0.0
2015/01/01 08:00,16562.376989649183,0.32022052530971795,0.21607791067503676,0.002010603266173194
2015/01/01 09:00,16645.21800224296,0.36807312554923777,0.24477846772598824,0.019100731028645342
2015/01/01 10:00,16564.373158627346,0.4601687548895206,0.3039602733237532,0.042222668589637066
2015/01/01 11:00,16316.848205335104,0.572477982606842,0.3716265501665074,0.06031809798519581
2015/01/01 12:00,16162.14510952745,0.6743710193237507,0.41415365295003403,0.0663499077837154
2015/01/01 13:00,15904.639311344386,0.7527502783367572,0.47721108121526334,0.055291589819762836
2015/01/01 14:00,15752.93046900398,0.7800798883873451,0.5184812252958286,0.024127239194078328
2015/01/01 15:00,16148.171926680305,0.8212289993691735,0.5810149207681572,0.0
2015/01/01 16:00,17072.398163569902,0.870525428064196,0.6575846550902213,0.0
2015/01/01 17:00,16533.43253946582,0.9154903713927105,0.7225275214098923,0.0
2015/01/01 18:00,15939.572268462245,0.9447794629186236,0.7880988670810445,0.0
2015/01/01 19:00,15195.001239607347,0.9616928819687985,0.8259123747284659,0.0
2015/01/01 20:00,14222.866947241837,0.9713871587414599,0.8444525155971462,0.0
2015/01/01 21:00,13367.50854009888,0.9773687337713999,0.8649828410788487,0.0
2015/01/01 22:00,12599.9815679951,0.9521017358001017,0.8518895212563344,0.0
2015/01/01 23:00,11805.506314686121,0.8706285586681605,0.7927077156585696,0.0
2015/01/02 00:00,11480.130771245511,0.9249783869574429,0.7326879375921637,0.0
2015/01/02 01:00,10911.222612468979,0.9231220360860821,0.740439182927092,0.0
2015/01/02 02:00,10527.958168661635,0.9282785662843062,0.7539514889839269,0.0
2015/01/02 03:00,10313.37000350908,0.9417886754036535,0.776681492195812,0.0
2015/01/02 04:00,10264.46386354408,0.9544737396912849,0.8026586387236804,0.0
2015/01/02 05:00,10322.352763910816,0.9625179268005144,0.8270645868728472,0.0
2015/01/02 06:00,10552.910280888673,0.9680869794145963,0.8529369868421356,0.0
2015/01/02 07:00,11077.902722145613,0.9744810768603944,0.8663445463403903,0.0
2015/01/02 08:00,11797.521638773467,0.976337427731755,0.8742005382338989,0.017090127762472148
2015/01/02 09:00,12508.157794999594,0.9768530807515775,0.8749337641439597,0.06936581268297519
2015/01/02 10:00,13178.87057166245,0.9822158721577305,0.8929501722197396,0.11359908453878544
2015/01/02 11:00,13438.372538823674,0.9770593419595064,0.8936833981298002,0.12566270413582462
2015/01/02 12:00,13645.974112552654,0.971180897533531,0.8834182353889489,0.12063619597039162
2015/01/02 13:00,13601.060310543979,0.9607647065331182,0.8601644993841634,0.06836051104988859
2015/01/02 14:00,13558.14267751347,0.9428199814432983,0.8254933884941454,0.01809542939555874
2015/01/02 15:00,13511.232706526633,0.9234314278979755,0.7963738452088734,0.0
2015/01/02 16:00,13880.523967486835,0.912396453273776,0.7823378063591382,0.0
2015/01/02 17:00,15060.259833581327,0.915799763204604,0.7839090047378398,0.0
2015/01/02 18:00,14993.388172812858,0.921781338234544,0.7911365172798678,0.0
2015/01/02 19:00,14715.920684848163,0.9194093343433607,0.7940694209201109,0.0
2015/01/02 20:00,14139.02785015898,0.9154903713927105,0.7972118176775144,0.0
2015/01/02 21:00,13395.454905793164,0.9178623752838935,0.7981545367047354,0.0
2015/01/02 22:00,12724.742129130307,0.916006024412533,0.795012139947332,0.0
2015/01/02 23:00,11857.406708118368,0.9110557554222377,0.7811855942147569,0.0
2015/01/03 00:00,11217.63455061704,0.7007724539386581,0.48517181966735207,0.0
2015/01/03 01:00,10655.712983264082,0.6942752258888958,0.4773158277738434,0.0
2015/01/03 02:00,10319.358510443573,0.6792181577100811,0.46945983588033474,0.0
2015/01/03 03:00,10090.797162443878,0.6726177990563544,0.4718690067276774,0.0
2015/01/03 04:00,10011.948487806429,0.6686988361057041,0.46977407555607514,0.0
2015/01/03 05:00,10065.845050216838,0.6643673507391958,0.46652693224009156,0.0
2015/01/03 06:00,10314.368087998164,0.656941947253753,0.4653747200957103,0.0
2015/01/03 07:00,10822.393092940716,0.6399253975996134,0.45542379703059943,0.0
2015/01/03 08:00,11616.868346249694,0.6093987388261266,0.4344744853145764,0.012063619597039164
2015/01/03 09:00,12236.678813969387,0.58578183051826,0.39718471046005543,0.056296891452849426
2015/01/03 10:00,12723.744044641224,0.5405074953778524,0.357590511316772,0.10857257637335246
2015/01/03 11:00,13066.087024396225,0.5065775266735376,0.3468016157830202,0.15682705476150913
2015/01/03 12:00,13232.767134072856,0.496161335673125,0.3325560838161245,0.1638641661931153
2015/01/03 13:00,13162.901219837144,0.5064743960695732,0.3205102295794114,0.11359908453878544
2015/01/03 14:00,12996.22111016051,0.5527800372496258,0.3615708805428164,0.0311643506256845
2015/01/03 15:00,13084.052545199695,0.5948573236671346,0.41059226995831016,0.0
2015/01/03 16:00,13738.795970037247,0.6310561656586678,0.4508149484530743,0.0
2015/01/03 17:00,14669.010713861328,0.6741647581158214,0.47197375328625757,0.0
2015/01/03 18:00,14548.242490682449,0.6574576002735754,0.46516522697855,0.0
2015/01/03 19:00,14225.861200709081,0.6289935535793784,0.45531905047201926,0.0
2015/01/03 20:00,13759.755744307962,0.625074590628728,0.4384548545406208,0.0
2015/01/03 21:00,13203.82268388949,0.6315718186784903,0.44023554603648274,0.0
2015/01/03 22:00,12486.199936239796,0.6361095652529275,0.4443206618211073,0.0
2015/01/03 23:00,11661.782148258366,0.6323968635102062,0.44672983266844984,0.0
2015/01/04 00:00,12157.83013933194,0.36745434192545084,0.24394049525734732,0.0
2015/01/04 01:00,11486.11927818,0.3368245525479996,0.22990445640761192,0.0
2015/01/04 02:00,11105.849087839897,0.30371962867540075,0.2149256985306555,0.0
2015/01/04 03:00,10882.278162285613,0.28216533244682396,0.20424154955548382,0.0
2015/01/04 04:00,10838.362444766022,0.25442319998037816,0.19188145564303022,0.0
2015/01/04 05:00,10939.168978163265,0.22771237355357718,0.18413021030810175,0.0
2015/01/04 06:00,11396.291674162652,0.20254850618624348,0.17732168400039425,0.0
2015/01/04 07:00,12326.506417986733,0.1747032431158332,0.16600905567374183,0.003015904899259791
2015/01/04 08:00,13296.644541374082,0.1431452783027016,0.14244107999321598,0.04523857348889686
2015/01/04 09:00,14271.773087206837,0.1132374031530017,0.11908259742985032,0.10857257637335246
2015/01/04 10:00,14640.066263677958,0.10467756302394966,0.12850978770206067,0.1709012776247215
2015/01/04 11:00,14581.179278822143,0.09601459229093313,0.12452941847601633,0.18397019885484722
2015/01/04 12:00,14399.527901809286,0.08590779310241387,0.11248356423930309,0.17492248415706785
2015/01/04 13:00,14173.960807276837,0.07611038572578804,0.09478139583926368,0.13873162536595038
2015/01/04 14:00,14149.008695049797,0.06837559042845184,0.07854567925934584,0.07137641594914838
2015/01/04 15:00,14052.194499608879,0.06940689646809665,0.07990738452088736,0.015079524496298952
2015/01/04 16:00,14281.753932097652,0.06961315767602565,0.08367826062977149,0.0
2015/01/04 17:00,15079.223438873878,0.06765367620070047,0.08095485010668849,0.0
2015/01/04 18:00,15453.50512227949,0.07023194129981251,0.07948839828656688,0.0
2015/01/04 19:00,14984.405412411123,0.0804418710922963,0.0846209796569925,0.0
2015/01/04 20:00,14337.646663486224,0.08962049484513523,0.09593360798364495,0.0
