nodes,techs,timesteps,storage
netherlands,battery,2019-01-01 00:00:00,0.0
netherlands,battery,2019-01-01 01:00:00,0.0
netherlands,battery,2019-01-01 02:00:00,0.0
netherlands,battery,2019-01-01 03:00:00,0.0
netherlands,battery,2019-01-01 04:00:00,0.0
netherlands,battery,2019-01-01 05:00:00,0.0
netherlands,battery,2019-01-01 06:00:00,0.0
netherlands,battery,2019-01-01 07:00:00,0.0
netherlands,battery,2019-01-01 08:00:00,0.0
netherlands,battery,2019-01-01 09:00:00,0.0
netherlands,battery,2019-01-01 10:00:00,0.0
netherlands,battery,2019-01-01 11:00:00,0.0
netherlands,battery,2019-01-01 12:00:00,0.0
netherlands,battery,2019-01-01 13:00:00,0.0
netherlands,battery,2019-01-01 14:00:00,0.0
netherlands,battery,2019-01-01 15:00:00,0.0
netherlands,battery,2019-01-01 16:00:00,0.0
netherlands,battery,2019-01-01 17:00:00,0.0
netherlands,battery,2019-01-01 18:00:00,0.0
netherlands,battery,2019-01-01 19:00:00,0.0
netherlands,battery,2019-01-01 20:00:00,0.0
netherlands,battery,2019-01-01 21:00:00,0.0
netherlands,battery,2019-01-01 22:00:00,0.0
netherlands,battery,2019-01-01 23:00:00,0.0
netherlands,battery,2019-01-02 00:00:00,0.0
netherlands,battery,2019-01-02 01:00:00,0.0
netherlands,battery,2019-01-02 02:00:00,13220785.821148822
netherlands,battery,2019-01-02 03:00:00,13220785.821148822
netherlands,battery,2019-01-02 04:00:00,13220785.821148822
netherlands,battery,2019-01-02 05:00:00,13220785.821148822
netherlands,battery,2019-01-02 06:00:00,13220785.821148822
netherlands,battery,2019-01-02 07:00:00,13220785.821148822
netherlands,battery,2019-01-02 08:00:00,13220785.821148822
netherlands,battery,2019-01-02 09:00:00,13220785.821148822
netherlands,battery,2019-01-02 10:00:00,13220785.821148822
netherlands,battery,2019-01-02 11:00:00,13220785.821148822
netherlands,battery,2019-01-02 12:00:00,13220785.821148822
netherlands,battery,2019-01-02 13:00:00,13220785.821148822
netherlands,battery,2019-01-02 14:00:00,13220785.821148822
netherlands,battery,2019-01-02 15:00:00,13220785.821148822
netherlands,battery,2019-01-02 16:00:00,13220785.821148822
netherlands,battery,2019-01-02 17:00:00,12661578.763652798
netherlands,battery,2019-01-02 18:00:00,10929548.00833846
netherlands,battery,2019-01-02 19:00:00,8911726.80507642
netherlands,battery,2019-01-02 20:00:00,7448589.16618559
netherlands,battery,2019-01-02 21:00:00,6972546.231841379
netherlands,battery,2019-01-02 22:00:00,6972546.231841379
netherlands,battery,2019-01-02 23:00:00,7784895.934238484
netherlands,battery,2019-01-03 00:00:00,7784895.934238484
netherlands,battery,2019-01-03 01:00:00,7784895.934238484
netherlands,battery,2019-01-03 02:00:00,7784895.934238484
netherlands,battery,2019-01-03 03:00:00,9297640.467029076
netherlands,battery,2019-01-03 04:00:00,10470589.58657805
netherlands,battery,2019-01-03 05:00:00,10470589.58657805
netherlands,battery,2019-01-03 06:00:00,10470589.58657805
netherlands,battery,2019-01-03 07:00:00,9231452.749675402
netherlands,battery,2019-01-03 08:00:00,8502432.107352402
netherlands,battery,2019-01-03 09:00:00,8544021.622960594
netherlands,battery,2019-01-03 10:00:00,8544021.622960594
netherlands,battery,2019-01-03 11:00:00,11407657.260509828
netherlands,battery,2019-01-03 12:00:00,13220785.821148822
netherlands,battery,2019-01-03 13:00:00,13220785.821148822
netherlands,battery,2019-01-03 14:00:00,13220785.821148822
netherlands,battery,2019-01-03 15:00:00,8170337.505407758
netherlands,battery,2019-01-03 16:00:00,4889513.071941138
netherlands,battery,2019-01-03 17:00:00,4889513.071941138
netherlands,battery,2019-01-03 18:00:00,4889513.071941138
netherlands,battery,2019-01-03 19:00:00,4889513.071941138
netherlands,battery,2019-01-03 20:00:00,4889513.071941138
netherlands,battery,2019-01-03 21:00:00,4889513.071941138
netherlands,battery,2019-01-03 22:00:00,4889513.071941138
netherlands,battery,2019-01-03 23:00:00,1830643.3157548723
netherlands,battery,2019-01-04 00:00:00,1830643.3157548723
netherlands,battery,2019-01-04 01:00:00,1830643.3157548723
netherlands,battery,2019-01-04 02:00:00,268746.8002070251
netherlands,battery,2019-01-04 03:00:00,0.0
netherlands,battery,2019-01-04 04:00:00,0.0
netherlands,battery,2019-01-04 05:00:00,0.0
netherlands,battery,2019-01-04 06:00:00,0.0
netherlands,battery,2019-01-04 07:00:00,0.0
netherlands,battery,2019-01-04 08:00:00,0.0
netherlands,battery,2019-01-04 09:00:00,0.0
netherlands,battery,2019-01-04 10:00:00,0.0
netherlands,battery,2019-01-04 11:00:00,0.0
netherlands,battery,2019-01-04 12:00:00,0.0
netherlands,battery,2019-01-04 13:00:00,0.0
netherlands,battery,2019-01-04 14:00:00,0.0
netherlands,battery,2019-01-04 15:00:00,0.0
netherlands,battery,2019-01-04 16:00:00,0.0
netherlands,battery,2019-01-04 17:00:00,0.0
netherlands,battery,2019-01-04 18:00:00,0.0
netherlands,battery,2019-01-04 19:00:00,0.0
netherlands,battery,2019-01-04 20:00:00,0.0
netherlands,battery,2019-01-04 21:00:00,0.0
netherlands,battery,2019-01-04 22:00:00,0.0
netherlands,battery,2019-01-04 23:00:00,0.0
netherlands,battery,2019-01-05 00:00:00,0.0
netherlands,battery,2019-01-05 01:00:00,335549.35177152883
netherlands,battery,2019-01-05 02:00:00,335549.35177152883
netherlands,battery,2019-01-05 03:00:00,335549.35177152883
netherlands,battery,2019-01-05 04:00:00,335549.35177152883
netherlands,battery,2019-01-05 05:00:00,8333339.982336048
netherlands,battery,2019-01-05 06:00:00,8333339.982336048
netherlands,battery,2019-01-05 07:00:00,8333339.982336048
