nodes,techs,carriers,flow_cap
netherlands,battery,power,39662357.46344647
netherlands,demand_power,power,18020000.0
netherlands,hydrogen_storage_system,power,11480105.570395634
netherlands,nuclear,power,1650000.0
netherlands,offshore_wind,power,33187697.87426504
netherlands,onshore_wind,power,16000000.0
netherlands,solar,power,47058982.66830016
