nodes,techs,costs,cost_operation_fixed
netherlands,electrolyser,monetary,436.057722902745
netherlands,h2_elec_conversion,monetary,1300.1855517836532
netherlands,nuclear,monetary,273.90000000000003
netherlands,offshore_wind,monetary,1391.1029554251184
netherlands,onshore_wind,monetary,262.40000000000003
netherlands,solar,monetary,380.0167547296911
