timesteps,nodes,techs,sink_use_equals
2019-01-09 19:00:00,netherlands,demand_power,15661000.0
2019-01-09 20:00:00,netherlands,demand_power,14766000.0
2019-01-09 21:00:00,netherlands,demand_power,13776000.0
2019-01-09 22:00:00,netherlands,demand_power,12915000.0
2019-01-09 23:00:00,netherlands,demand_power,12302000.0
2019-01-10 00:00:00,netherlands,demand_power,11854000.0
2019-01-10 01:00:00,netherlands,demand_power,11563000.0
2019-01-10 02:00:00,netherlands,demand_power,11475000.0
2019-01-10 03:00:00,netherlands,demand_power,11571000.0
2019-01-10 04:00:00,netherlands,demand_power,12080000.0
2019-01-10 05:00:00,netherlands,demand_power,13422000.0
2019-01-10 06:00:00,netherlands,demand_power,15496000.0
2019-01-10 07:00:00,netherlands,demand_power,16809000.0
2019-01-10 08:00:00,netherlands,demand_power,17183000.0
2019-01-10 09:00:00,netherlands,demand_power,17222000.0
2019-01-10 10:00:00,netherlands,demand_power,17096000.0
2019-01-10 11:00:00,netherlands,demand_power,16886000.0
2019-01-10 12:00:00,netherlands,demand_power,16886000.0
2019-01-10 13:00:00,netherlands,demand_power,16852000.0
2019-01-10 14:00:00,netherlands,demand_power,16849000.0
2019-01-10 15:00:00,netherlands,demand_power,17080000.0
2019-01-10 16:00:00,netherlands,demand_power,17724000.0
2019-01-10 17:00:00,netherlands,demand_power,17001000.0
2019-01-10 18:00:00,netherlands,demand_power,16467000.0
2019-01-10 19:00:00,netherlands,demand_power,15713000.0
2019-01-10 20:00:00,netherlands,demand_power,14793000.0
2019-01-10 21:00:00,netherlands,demand_power,13776000.0
2019-01-10 22:00:00,netherlands,demand_power,12949000.0
2019-01-10 23:00:00,netherlands,demand_power,12256000.0
2019-01-11 00:00:00,netherlands,demand_power,11813000.0
2019-01-11 01:00:00,netherlands,demand_power,11587000.0
2019-01-11 02:00:00,netherlands,demand_power,11528000.0
2019-01-11 03:00:00,netherlands,demand_power,11577000.0
2019-01-11 04:00:00,netherlands,demand_power,12107000.0
2019-01-11 05:00:00,netherlands,demand_power,13366000.0
2019-01-11 06:00:00,netherlands,demand_power,15354000.0
2019-01-11 07:00:00,netherlands,demand_power,16699000.0
2019-01-11 08:00:00,netherlands,demand_power,17021000.0
2019-01-11 09:00:00,netherlands,demand_power,16944000.0
2019-01-11 10:00:00,netherlands,demand_power,17034000.0
2019-01-11 11:00:00,netherlands,demand_power,16791000.0
2019-01-11 12:00:00,netherlands,demand_power,16779000.0
2019-01-11 13:00:00,netherlands,demand_power,16650000.0
2019-01-11 14:00:00,netherlands,demand_power,16668000.0
2019-01-11 15:00:00,netherlands,demand_power,16749000.0
2019-01-11 16:00:00,netherlands,demand_power,17372000.0
2019-01-11 17:00:00,netherlands,demand_power,16626000.0
2019-01-11 18:00:00,netherlands,demand_power,15938000.0
2019-01-11 19:00:00,netherlands,demand_power,15138000.0
2019-01-11 20:00:00,netherlands,demand_power,14141000.0
2019-01-11 21:00:00,netherlands,demand_power,13293000.0
2019-01-11 22:00:00,netherlands,demand_power,12651000.0
2019-01-11 23:00:00,netherlands,demand_power,12127000.0
2019-01-12 00:00:00,netherlands,demand_power,11692000.0
2019-01-12 01:00:00,netherlands,demand_power,11381000.0
2019-01-12 02:00:00,netherlands,demand_power,11114000.0
2019-01-12 03:00:00,netherlands,demand_power,11082000.0
2019-01-12 04:00:00,netherlands,demand_power,11207000.0
2019-01-12 05:00:00,netherlands,demand_power,11752000.0
2019-01-12 06:00:00,netherlands,demand_power,12506000.0
2019-01-12 07:00:00,netherlands,demand_power,13515000.0
2019-01-12 08:00:00,netherlands,demand_power,14413000.0
2019-01-12 09:00:00,netherlands,demand_power,15043000.0
2019-01-12 10:00:00,netherlands,demand_power,15218000.0
2019-01-12 11:00:00,netherlands,demand_power,15261000.0
2019-01-12 12:00:00,netherlands,demand_power,15057000.0
2019-01-12 13:00:00,netherlands,demand_power,14859000.0
2019-01-12 14:00:00,netherlands,demand_power,14701000.0
2019-01-12 15:00:00,netherlands,demand_power,14912000.0
2019-01-12 16:00:00,netherlands,demand_power,15557000.0
2019-01-12 17:00:00,netherlands,demand_power,15139000.0
2019-01-12 18:00:00,netherlands,demand_power,14544000.0
2019-01-12 19:00:00,netherlands,demand_power,13957000.0
2019-01-12 20:00:00,netherlands,demand_power,13229000.0
2019-01-12 21:00:00,netherlands,demand_power,12634000.0
2019-01-12 22:00:00,netherlands,demand_power,11993000.0
2019-01-12 23:00:00,netherlands,demand_power,11617000.0
2019-01-13 00:00:00,netherlands,demand_power,11233000.0
2019-01-13 01:00:00,netherlands,demand_power,10889000.0
2019-01-13 02:00:00,netherlands,demand_power,10702000.0
2019-01-13 03:00:00,netherlands,demand_power,10682000.0
2019-01-13 04:00:00,netherlands,demand_power,10794000.0
2019-01-13 05:00:00,netherlands,demand_power,11083000.0
2019-01-13 06:00:00,netherlands,demand_power,11560000.0
2019-01-13 07:00:00,netherlands,demand_power,12351000.0
2019-01-13 08:00:00,netherlands,demand_power,12919000.0
2019-01-13 09:00:00,netherlands,demand_power,13499000.0
2019-01-13 10:00:00,netherlands,demand_power,13966000.0
2019-01-13 11:00:00,netherlands,demand_power,14279000.0
2019-01-13 12:00:00,netherlands,demand_power,14237000.0
2019-01-13 13:00:00,netherlands,demand_power,14118000.0
2019-01-13 14:00:00,netherlands,demand_power,13960000.0
2019-01-13 15:00:00,netherlands,demand_power,14182000.0
2019-01-13 16:00:00,netherlands,demand_power,15110000.0
2019-01-13 17:00:00,netherlands,demand_power,14918000.0
2019-01-13 18:00:00,netherlands,demand_power,14508000.0
2019-01-13 19:00:00,netherlands,demand_power,13993000.0
2019-01-13 20:00:00,netherlands,demand_power,13310000.0
2019-01-13 21:00:00,netherlands,demand_power,12650000.0
2019-01-13 22:00:00,netherlands,demand_power,11901000.0
2019-01-13 23:00:00,netherlands,demand_power,11493000.0
2019-01-14 00:00:00,netherlands,demand_power,11197000.0
2019-01-14 01:00:00,netherlands,demand_power,11053000.0
2019-01-14 02:00:00,netherlands,demand_power,10974000.0
2019-01-14 03:00:00,netherlands,demand_power,11100000.0
2019-01-14 04:00:00,netherlands,demand_power,11687000.0
2019-01-14 05:00:00,netherlands,demand_power,13214000.0
2019-01-14 06:00:00,netherlands,demand_power,15262000.0
2019-01-14 07:00:00,netherlands,demand_power,16589000.0
2019-01-14 08:00:00,netherlands,demand_power,16738000.0
2019-01-14 09:00:00,netherlands,demand_power,16519000.0
2019-01-14 10:00:00,netherlands,demand_power,16193000.0
2019-01-14 11:00:00,netherlands,demand_power,15894000.0
2019-01-14 12:00:00,netherlands,demand_power,15926000.0
2019-01-14 13:00:00,netherlands,demand_power,16038000.0
2019-01-14 14:00:00,netherlands,demand_power,16279000.0
2019-01-14 15:00:00,netherlands,demand_power,16731000.0
2019-01-14 16:00:00,netherlands,demand_power,17580000.0
2019-01-14 17:00:00,netherlands,demand_power,17014000.0
2019-01-14 18:00:00,netherlands,demand_power,16457000.0
2019-01-14 19:00:00,netherlands,demand_power,15647000.0
2019-01-14 20:00:00,netherlands,demand_power,14746000.0
2019-01-14 21:00:00,netherlands,demand_power,13775000.0
2019-01-14 22:00:00,netherlands,demand_power,12857000.0
2019-01-14 23:00:00,netherlands,demand_power,12284000.0
2019-01-15 00:00:00,netherlands,demand_power,11775000.0
2019-01-15 01:00:00,netherlands,demand_power,11621000.0
2019-01-15 02:00:00,netherlands,demand_power,11561000.0
2019-01-15 03:00:00,netherlands,demand_power,11638000.0
2019-01-15 04:00:00,netherlands,demand_power,12119000.0
2019-01-15 05:00:00,netherlands,demand_power,13503000.0
2019-01-15 06:00:00,netherlands,demand_power,15489000.0
2019-01-15 07:00:00,netherlands,demand_power,16714000.0
2019-01-15 08:00:00,netherlands,demand_power,16860000.0
2019-01-15 09:00:00,netherlands,demand_power,16730000.0
2019-01-15 10:00:00,netherlands,demand_power,16616000.0
2019-01-15 11:00:00,netherlands,demand_power,16360000.0
2019-01-15 12:00:00,netherlands,demand_power,16476000.0
2019-01-15 13:00:00,netherlands,demand_power,16484000.0
2019-01-15 14:00:00,netherlands,demand_power,16522000.0
2019-01-15 15:00:00,netherlands,demand_power,16784000.0
2019-01-15 16:00:00,netherlands,demand_power,17491000.0
2019-01-15 17:00:00,netherlands,demand_power,16756000.0
2019-01-15 18:00:00,netherlands,demand_power,16123000.0
2019-01-15 19:00:00,netherlands,demand_power,15416000.0
2019-01-15 20:00:00,netherlands,demand_power,14459000.0
2019-01-15 21:00:00,netherlands,demand_power,13493000.0
2019-01-15 22:00:00,netherlands,demand_power,12602000.0
2019-01-15 23:00:00,netherlands,demand_power,12014000.0
2019-01-16 00:00:00,netherlands,demand_power,11558000.0
2019-01-16 01:00:00,netherlands,demand_power,11342000.0
2019-01-16 02:00:00,netherlands,demand_power,11227000.0
2019-01-16 03:00:00,netherlands,demand_power,11371000.0
2019-01-16 04:00:00,netherlands,demand_power,11828000.0
2019-01-16 05:00:00,netherlands,demand_power,13271000.0
2019-01-16 06:00:00,netherlands,demand_power,15274000.0
2019-01-16 07:00:00,netherlands,demand_power,16638000.0
2019-01-16 08:00:00,netherlands,demand_power,16979000.0
2019-01-16 09:00:00,netherlands,demand_power,16896000.0
2019-01-16 10:00:00,netherlands,demand_power,17002000.0
2019-01-16 11:00:00,netherlands,demand_power,16836000.0
2019-01-16 12:00:00,netherlands,demand_power,16894000.0
2019-01-16 13:00:00,netherlands,demand_power,16881000.0
2019-01-16 14:00:00,netherlands,demand_power,16797000.0
2019-01-16 15:00:00,netherlands,demand_power,16933000.0
2019-01-16 16:00:00,netherlands,demand_power,17542000.0
2019-01-16 17:00:00,netherlands,demand_power,16766000.0
2019-01-16 18:00:00,netherlands,demand_power,16143000.0
2019-01-16 19:00:00,netherlands,demand_power,15381000.0
2019-01-16 20:00:00,netherlands,demand_power,14561000.0
2019-01-16 21:00:00,netherlands,demand_power,13547000.0
2019-01-16 22:00:00,netherlands,demand_power,12670000.0
2019-01-16 23:00:00,netherlands,demand_power,12095000.0
2019-01-17 00:00:00,netherlands,demand_power,11717000.0
2019-01-17 01:00:00,netherlands,demand_power,11467000.0
2019-01-17 02:00:00,netherlands,demand_power,11398000.0
2019-01-17 03:00:00,netherlands,demand_power,11520000.0
2019-01-17 04:00:00,netherlands,demand_power,12017000.0
2019-01-17 05:00:00,netherlands,demand_power,13393000.0
2019-01-17 06:00:00,netherlands,demand_power,15411000.0
2019-01-17 07:00:00,netherlands,demand_power,16721000.0
2019-01-17 08:00:00,netherlands,demand_power,17077000.0
2019-01-17 09:00:00,netherlands,demand_power,17111000.0
2019-01-17 10:00:00,netherlands,demand_power,17105000.0
2019-01-17 11:00:00,netherlands,demand_power,16753000.0
2019-01-17 12:00:00,netherlands,demand_power,16627000.0
2019-01-17 13:00:00,netherlands,demand_power,16511000.0
2019-01-17 14:00:00,netherlands,demand_power,16778000.0
2019-01-17 15:00:00,netherlands,demand_power,17100000.0
2019-01-17 16:00:00,netherlands,demand_power,17788000.0
2019-01-17 17:00:00,netherlands,demand_power,17204000.0
2019-01-17 18:00:00,netherlands,demand_power,16675000.0
2019-01-17 19:00:00,netherlands,demand_power,15826000.0
2019-01-17 20:00:00,netherlands,demand_power,14914000.0
2019-01-17 21:00:00,netherlands,demand_power,13880000.0
2019-01-17 22:00:00,netherlands,demand_power,13006000.0
2019-01-17 23:00:00,netherlands,demand_power,12395000.0
2019-01-18 00:00:00,netherlands,demand_power,12035000.0
2019-01-18 01:00:00,netherlands,demand_power,11754000.0
2019-01-18 02:00:00,netherlands,demand_power,11681000.0
2019-01-18 03:00:00,netherlands,demand_power,11784000.0
2019-01-18 04:00:00,netherlands,demand_power,12269000.0
2019-01-18 05:00:00,netherlands,demand_power,13631000.0
2019-01-18 06:00:00,netherlands,demand_power,15662000.0
2019-01-18 07:00:00,netherlands,demand_power,16910000.0
2019-01-18 08:00:00,netherlands,demand_power,17103000.0
2019-01-18 09:00:00,netherlands,demand_power,16750000.0
2019-01-18 10:00:00,netherlands,demand_power,16270000.0
2019-01-18 11:00:00,netherlands,demand_power,15890000.0
2019-01-18 12:00:00,netherlands,demand_power,16073000.0
2019-01-18 13:00:00,netherlands,demand_power,16246000.0
2019-01-18 14:00:00,netherlands,demand_power,16415000.0
2019-01-18 15:00:00,netherlands,demand_power,16654000.0
2019-01-18 16:00:00,netherlands,demand_power,17425000.0
2019-01-18 17:00:00,netherlands,demand_power,16869000.0
2019-01-18 18:00:00,netherlands,demand_power,16280000.0
2019-01-18 19:00:00,netherlands,demand_power,15507000.0
2019-01-18 20:00:00,netherlands,demand_power,14600000.0
2019-01-18 21:00:00,netherlands,demand_power,13693000.0
2019-01-18 22:00:00,netherlands,demand_power,13024000.0
2019-01-18 23:00:00,netherlands,demand_power,12515000.0
2019-01-19 00:00:00,netherlands,demand_power,12007000.0
2019-01-19 01:00:00,netherlands,demand_power,11627000.0
2019-01-19 02:00:00,netherlands,demand_power,11481000.0
2019-01-19 03:00:00,netherlands,demand_power,11403000.0
2019-01-19 04:00:00,netherlands,demand_power,11588000.0
2019-01-19 05:00:00,netherlands,demand_power,12090000.0
2019-01-19 06:00:00,netherlands,demand_power,12964000.0
2019-01-19 07:00:00,netherlands,demand_power,14016000.0
2019-01-19 08:00:00,netherlands,demand_power,14684000.0
2019-01-19 09:00:00,netherlands,demand_power,14699000.0
2019-01-19 10:00:00,netherlands,demand_power,14377000.0
2019-01-19 11:00:00,netherlands,demand_power,13998000.0
2019-01-19 12:00:00,netherlands,demand_power,13743000.0
2019-01-19 13:00:00,netherlands,demand_power,13721000.0
2019-01-19 14:00:00,netherlands,demand_power,13943000.0
2019-01-19 15:00:00,netherlands,demand_power,14463000.0
2019-01-19 16:00:00,netherlands,demand_power,15615000.0
2019-01-19 17:00:00,netherlands,demand_power,15453000.0
2019-01-19 18:00:00,netherlands,demand_power,14989000.0
2019-01-19 19:00:00,netherlands,demand_power,14376000.0
2019-01-19 20:00:00,netherlands,demand_power,13666000.0
2019-01-19 21:00:00,netherlands,demand_power,13057000.0
2019-01-19 22:00:00,netherlands,demand_power,12452000.0
2019-01-19 23:00:00,netherlands,demand_power,12019000.0
2019-01-20 00:00:00,netherlands,demand_power,11594000.0
2019-01-20 01:00:00,netherlands,demand_power,11306000.0
2019-01-20 02:00:00,netherlands,demand_power,11154000.0
2019-01-20 03:00:00,netherlands,demand_power,11127000.0
2019-01-20 04:00:00,netherlands,demand_power,11250000.0
2019-01-20 05:00:00,netherlands,demand_power,11539000.0
2019-01-20 06:00:00,netherlands,demand_power,12057000.0
2019-01-20 07:00:00,netherlands,demand_power,12744000.0
2019-01-20 08:00:00,netherlands,demand_power,13211000.0
2019-01-20 09:00:00,netherlands,demand_power,13234000.0
2019-01-20 10:00:00,netherlands,demand_power,13064000.0
2019-01-20 11:00:00,netherlands,demand_power,12980000.0
2019-01-20 12:00:00,netherlands,demand_power,12870000.0
2019-01-20 13:00:00,netherlands,demand_power,12921000.0
2019-01-20 14:00:00,netherlands,demand_power,13203000.0
2019-01-20 15:00:00,netherlands,demand_power,13823000.0
2019-01-20 16:00:00,netherlands,demand_power,15145000.0
2019-01-20 17:00:00,netherlands,demand_power,15286000.0
2019-01-20 18:00:00,netherlands,demand_power,14938000.0
2019-01-20 19:00:00,netherlands,demand_power,14456000.0
2019-01-20 20:00:00,netherlands,demand_power,13822000.0
2019-01-20 21:00:00,netherlands,demand_power,13143000.0
2019-01-20 22:00:00,netherlands,demand_power,12351000.0
2019-01-20 23:00:00,netherlands,demand_power,11932000.0
