nodes,techs,carriers,flow_cap
netherlands,battery,power,0.0
netherlands,demand_power,power,18020000.0
netherlands,hydrogen_storage_system,power,15914651.641737834
netherlands,nuclear,power,1650000.0
netherlands,offshore_wind,power,32668782.85382602
netherlands,onshore_wind,power,16000000.0
netherlands,solar,power,7082550.268983174
