comment,"Time series in MWh on modified data from ENTSOE for the Netherlands 2006 to 2019 (inclusive), accessed December 2024. Modified to address Daylight Savings missing data and normalised to 2019 levels for all years (Average Demand = 13TWh)",Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.
nodes,netherlands,netherlands,netherlands,netherlands
techs,demand_power,solar,offshore_wind,onshore_wind
parameters,sink_use_equals,source_use_max,source_use_max,source_use_max
timesteps,,,,
2015/01/01 00:00,7285.1645723938545,0.13506323529411765,0.10638088235294117,0.0
2015/01/01 01:00,6839.3116312173825,0.21770147058823533,0.16368529411764704,0.0
2015/01/01 02:00,6478.708690040911,0.2756235294117647,0.1935073529411765,0.0
2015/01/01 03:00,7089.473395923265,0.3215867647058823,0.21696029411764706,0.0
2015/01/01 04:00,7651.002807687971,0.3559191176470588,0.2364735294117647,0.0
2015/01/01 05:00,8119.282219452676,0.3852044117647059,0.2560794117647059,0.005102941176470588
2015/01/01 06:00,8684.414572393853,0.4154117647058823,0.2752794117647059,0.05116176470588234
2015/01/01 07:00,9232.885160629146,0.44666470588235296,0.29402794117647063,0.12223529411764705
2015/01/01 08:00,10358.25280768797,0.47143382352941177,0.31235294117647056,0.23508823529411765
2015/01/01 09:00,11252.664572393853,0.49903823529411756,0.33068823529411767,0.37786764705882353
2015/01/01 10:00,10804.811631217384,0.5240897058823528,0.3500294117647059,0.5307205882352942
2015/01/01 11:00,10115.20869004091,0.5511176470588233,0.37046911764705887,0.6241911764705883
2015/01/01 12:00,9788.870454746795,0.578989705882353,0.39053529411764704,0.4515441176470588
2015/01/01 13:00,9508.532219452676,0.6307220588235294,0.478739705882353,0.30257352941176463
2015/01/01 14:00,10567.017513570323,0.6845029411764706,0.5629176470588236,0.17561764705882354
2015/01/01 15:00,11464.355748864442,0.7346617647058824,0.7141029411764706,0.08433823529411764
2015/01/01 16:00,12391.796925335026,0.836814705882353,0.6016220588235294,0.025367647058823533
2015/01/01 17:00,13260.929278276206,0.9472573529411764,0.8358529411764706,0.0001323529411764706
2015/01/01 18:00,11780.179278276204,0.8770485294117645,0.6492323529411765,0.0
2015/01/01 19:00,11019.091042982089,0.8009485294117646,0.5296279411764706,0.0
2015/01/01 20:00,8934.135160629146,0.7653970588235295,0.5050205882352943,0.0
2015/01/01 21:00,8398.885160629146,0.7070132352941176,0.4566617647058824,0.0
2015/01/01 22:00,7892.208690040913,0.6576558823529413,0.43521617647058825,0.0
2015/01/01 23:00,7464.076337099735,0.6077352941176469,0.4145014705882353,0.0
2015/01/02 00:00,7758.501907327828,0.9292489795918367,0.6976285714285714,0.0
2015/01/02 01:00,7283.70598896048,0.9599877551020409,0.7145775510204082,0.0
