comment,"Time series in MWh on modified data from ENTSOE for the Netherlands 2006 to 2019 (inclusive), accessed December 2024. Modified to address Daylight Savings missing data and normalised to 2019 levels for all years (Average Demand = 13TWh)",Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.
nodes,netherlands,netherlands,netherlands,netherlands
techs,demand_power,solar,offshore_wind,onshore_wind
parameters,sink_use_equals,source_use_max,source_use_max,source_use_max
timesteps,,,,
2015/01/01 00:00,7797.732501139991,0.33392222222222223,0.20064444444444443,0.0
2015/01/01 01:00,7312.399167806657,0.5111,0.24683333333333332,0.0
2015/01/01 02:00,7013.732501139991,0.4564222222222223,0.31118888888888885,0.0
2015/01/01 03:00,6839.288056695546,0.3895,0.3350777777777778,0.0
2015/01/01 04:00,7147.399167806658,0.23513333333333336,0.22722222222222224,0.0
2015/01/01 05:00,7533.2880566955455,0.4207888888888889,0.28656666666666664,0.0047777777777777775
2015/01/01 06:00,8246.510278917769,0.5458555555555555,0.3652111111111111,0.04744444444444445
2015/01/01 07:00,8939.954723362212,0.5706111111111111,0.38719999999999993,0.11444444444444445
2015/01/01 08:00,9490.954723362212,0.602488888888889,0.40865555555555555,0.20066666666666666
2015/01/01 09:00,10549.065834473324,0.6449,0.4276222222222222,0.25522222222222224
2015/01/01 10:00,12412.176945584435,0.679011111111111,0.44183333333333336,0.3931111111111111
2015/01/01 11:00,13054.621390028882,0.7080555555555555,0.48822222222222217,0.6066666666666667
2015/01/01 12:00,11170.62139002888,0.7508222222222222,0.5407,0.4536666666666666
2015/01/01 13:00,10919.510278917769,0.7901222222222222,0.5861444444444445,0.3101111111111111
2015/01/01 14:00,10215.399167806658,0.8397555555555556,0.6257111111111111,0.1468888888888889
2015/01/01 15:00,9643.065834473324,0.9259555555555556,0.6581555555555555,0.09088888888888891
2015/01/01 16:00,10744.176945584439,0.9702444444444444,0.7927111111111109,0.02477777777777778
2015/01/01 17:00,13674.288056695545,0.8917888888888887,0.8789777777777779,0.0
2015/01/01 18:00,11442.843612251103,0.8536222222222222,0.7354777777777777,0.0
2015/01/01 19:00,9833.73250113999,0.8195111111111111,0.6037444444444444,0.0
2015/01/01 20:00,9336.732501139992,0.7691444444444444,0.5599,0.0
2015/01/01 21:00,9207.399167806658,0.7229777777777778,0.5295999999999998,0.0
2015/01/01 22:00,8615.399167806658,0.6973444444444443,0.5082333333333333,0.0
2015/01/01 23:00,8004.065834473325,0.6197666666666667,0.4663111111111111,0.0
2015/01/02 00:00,7518.629937037426,0.5768923076923076,0.5461307692307692,0.0
2015/01/02 01:00,7063.168398575888,0.6415384615384614,0.5768230769230771,0.0
2015/01/02 02:00,6869.0145524220425,0.6817615384615384,0.48660000000000003,0.0
