id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
da1ce33a6e858feb8621,2,45,0.75,-0.0843704512889506,0.0849509833488817,0.0843704512889506
d24ded02f3b4b110fede,2,45,1.0,-0.1252722901864771,0.1096316016171013,0.1252722901864771
a9a601556e9b9023c32e,2,60,0.0,-0.0355318866253658,0.0414640780437092,0.0355318866253658
f8e9c86f855e3d92510e,2,60,0.75,-0.0961249583049672,0.0345964254725811,0.0961249583049672
8bff2f35ab1a23a6cb7e,2,60,1.0,-0.0831860461972254,0.0731748948151612,0.0831860461972254
c370a6174852523e9143,2,30,0.0,-0.0419991700750694,0.1015283948464832,0.0419991700750694
532d8d9b210c6cb64e9a,2,30,0.75,-0.2913831869983671,0.2004529539764192,0.2913831869983671
75b1618e77da3077a485,2,30,1.0,-0.133303236604874,0.1821789005888473,0.133303236604874
5c709f963dbaa30af5cf,2,45,0.0,-0.2709374839646511,0.087586624003965,0.2709374839646511
ab30105da19d928dedbf,2,45,0.75,-0.3686111987649777,0.0924596233151882,0.3686111987649777
0c119982f71e3bd15d90,2,45,1.0,-0.0895744843362069,0.1406844242238902,0.0895744843362069
57eb9d55fa08d36802af,2,60,0.0,-0.3519774107158998,0.0842945404159615,0.3519774107158998
645ec9ad9ba11ebd84b0,2,60,0.75,-0.269912885053,0.0683186366376806,0.269912885053
c0cd108b34b9bc574a3b,2,60,1.0,-0.2173532225369108,0.1741915066397981,0.2173532225369108
2fcc7416ffffa3136f99,2,30,0.0,0.0283983016159402,0.1138550069266475,0.0283983016159402
0a8ceb359537b4475c8a,2,30,0.75,-0.0284337499138024,0.1629672539368518,0.0284337499138024
5ceea5aa23264165aed0,2,30,1.0,-0.168587765259079,0.1449697544640192,0.168587765259079
38531ff49b34e2fe059e,2,45,0.0,0.048013685425776,0.0918400833508795,0.048013685425776
91ef1f50713227ca55e7,2,45,0.75,-0.0254474718864084,0.1670239487537907,0.0254474718864084
6f65d502ba7c66d8a4c9,2,45,1.0,-0.0662534167122262,0.1554373709750708,0.0662534167122262
dd1e1c76abc8d14c1516,2,60,0.0,0.2264689757392575,0.0805687384987974,0.2264689757392575
2803e7b601bb012f726e,2,60,0.75,-0.0294375384300701,0.1056032942097,0.0294375384300701
a531a773b70dc5015528,2,60,1.0,-0.1672584776378403,0.1010221575308231,0.1672584776378403
6bf504740b4d70ef539f,2,30,0.0,0.4442185090393766,0.077176695170157,0.4442185090393766
37ea4cf764d20e107925,2,30,0.75,-0.0792846215851036,0.1044968106677044,0.0792846215851036
441febc5486791a40e74,2,30,1.0,0.0032003773663365,0.1587334772641601,0.0032003773663365
debb80bd4cbc97ba3aae,2,45,0.0,0.3979936176487403,0.0773310113000085,0.3979936176487403
0645e853bc1bbdcdc458,2,45,0.75,-0.0391152894041242,0.035662173067752,0.0391152894041242
58febd0846723a15cd04,2,45,1.0,-0.0476456453519867,0.0851216344860303,0.0476456453519867
af851b5fc344c53eb101,2,60,0.0,0.2854576067669474,0.0664705891216853,0.2854576067669474
8d720561fe90b14a4e0a,2,60,0.75,-0.1108328979850993,0.0427135696328198,0.1108328979850993
6b373862fb07643d0615,2,60,1.0,-0.1022157771235044,0.1122790099844724,0.1022157771235044
dd37636686d6399c83f0,2,30,0.0,0.178959965892516,0.1035064371961044,0.178959965892516
4783f50941209abc8e2e,2,30,0.75,-0.1196523702232182,0.1508594820766795,0.1196523702232182
a6bc8ec273c126a71440,2,30,1.0,-0.2176276558157504,0.1038535918041631,0.2176276558157504
7c3d1b42998c7ca53c6b,2,45,0.0,0.2390504094470211,0.0485495868184949,0.2390504094470211
532715a3e5dfed90c33b,2,45,0.75,-0.1188019705571259,0.1278543075384131,0.1188019705571259
88621049fe745383045e,2,45,1.0,-0.1438819870280853,0.0717850144038776,0.1438819870280853
0696b87ae8fc797b7733,2,60,0.0,-0.0787818534389116,0.018091611383948,0.0787818534389116
30f184c558958920eeaa,2,60,0.75,-0.1101732605940069,0.105059764349061,0.1101732605940069
839c9220ec01598d967e,2,60,1.0,-0.1175178527187979,0.0665317668952527,0.1175178527187979
b4afba3eadd3aec4ae65,2,30,0.0,0.3698426855899741,0.1159787026427414,0.3698426855899741
16f87bd8025d0afe03df,2,30,0.75,-0.0251817200984789,0.0608982986573884,0.0251817200984789
0bae6e58605a8efc3bfc,2,30,1.0,-0.0465585083001623,0.0971217151742299,0.0465585083001623
417138ce768d2915e082,2,45,0.0,0.3028741059167558,0.09255499258236,0.3028741059167558
913c30490871c9c706ba,2,45,0.75,-0.0259449522137226,0.073377527064329,0.0259449522137226
8d069f159b3a70426935,2,45,1.0,-0.1546928176384453,0.0849597746798082,0.1546928176384453
105d9f3ef431dc7b1d57,2,60,0.0,0.2940125987295288,0.0684397425327142,0.2940125987295288
ccb8570d485494e3f874,2,60,0.75,0.0535767477078375,0.0642645003547418,0.0535767477078375
1596dcf9699ddc6a7f5e,2,60,1.0,-0.1968675219750275,0.0760691466883726,0.1968675219750275
a6edd3cce9e8b1c2d90a,2,30,0.0,0.3445240924369681,0.1241682368049324,0.3445240924369681
7bfb73087e4bbd46c7b0,2,30,0.75,0.0173403910231801,0.1068910548815399,0.0173403910231801
d08cab4769ae45a0c603,2,30,1.0,-0.028280361110815,0.0755731934187361,0.028280361110815
c95d92eefd3e52ec5570,2,45,0.0,0.2893180058475942,0.0954059606437933,0.2893180058475942
b714cd92f7560fe5079a,2,45,0.75,0.0488935509736506,0.1339906661475713,0.0488935509736506
